TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Personalized Leather Journal Cover","When I get an order for a custom cover I ask the customer what they are looking for. I then design an initial cover idea. I’ll send a digital proof and the customer provides feedback. I make changes and repeat the process until we have something that the customer LOVES. I then cut and engrave the leather, dye it, stitch (by hand), finish the edges and protect it. Three sizes available - composition book, regular or pocket Moleskin size. If I don't offer your size ask! I make my own patterns. Your choice of graphics and/or text on the front. Vegetable tanned leather hand your choice of colour with waxed black stitching.",57,CAD,1515,"personalized_journal,custom_bullet,leather_journal,leather_book_cover,stationary,planner,diary,bullet_journal,moleskin_cover,personalize_gift,valentines_gift,personalized_gift,bible_cover",,https://i.etsystatic.com/19409017/r/il/6bb687/2905513587/il_fullxfull.2905513587_fc4d.jpg,https://i.etsystatic.com/19409017/r/il/54ffac/2905502333/il_fullxfull.2905502333_1sij.jpg,https://i.etsystatic.com/19409017/r/il/56586a/2857816512/il_fullxfull.2857816512_5yhi.jpg,https://i.etsystatic.com/19409017/r/il/34637e/2857794766/il_fullxfull.2857794766_o4g1.jpg,https://i.etsystatic.com/19409017/r/il/b88add/2624801369/il_fullxfull.2624801369_bjv6.jpg,https://i.etsystatic.com/19409017/r/il/e39b2a/2577148070/il_fullxfull.2577148070_7pks.jpg,https://i.etsystatic.com/19409017/r/il/39d658/2577145744/il_fullxfull.2577145744_pl2k.jpg,https://i.etsystatic.com/19409017/r/il/93325e/2857794790/il_fullxfull.2857794790_im5s.jpg,https://i.etsystatic.com/19409017/r/il/1f0f1f/2905464127/il_fullxfull.2905464127_f8j2.jpg,https://i.etsystatic.com/19409017/r/il/1b942d/2905464145/il_fullxfull.2905464145_ts2c.jpg,Size,Size,"7.54x9.75,5x8.25,4x6",Colour,"Primary colour","Black,Gold,Bronze,Blue,Brown,Bordeaux,Silver,Grey,Green,Red,Purple","kZak1ppL9LEkX4dO,wDrpd4Nb1Yl0gXWz,kXM3QLQOD44VEOdV,D7Qr161Jlwm592mY,Wbg9jXlMwL2j3RJr,aoXMMmnlmRJoV31g7,6Xn5jyXyb6W8z4DE,098QEEAzxQxQoxpd,VV8j5Mv46RQr25jy,4qA8Zgam87W1kzJa,ao57V1772nLYQDmdL,2jdpPJomJ8bWPO7N,np7Xjwvp04AqmLLW,zRZ575nrVgnqJVRv,5lDaEzXp1g43RNP4q,DvQOnaXJkLND1Vd2,226RwqOldryjRMxp,6NZP5L1bjEV9xA3k,x2401vj8NXym5Wl5,RmmRknA9vQWqkVyvL,EvlaEkpDXoD5wVVk,wjDR17VqxDxWz5oNp,7p3ywMWNpwQ5ADZR,vpxV9ojx6gqDjRk5,wonRY1yXaVVp1LAE,kzLYPDJl095bvNMQ,qqn9pPAl3l7W7oq0,D2Wj1vLj2qVbqanpP,L8m1Rw4yvrpoQkX3,AdVXE8n4ZJbAA6Wk,03m4mWnanoj9q4Yd,MDwW8EPvoPMxbkVL,ppq1od8ZQZLvb7kQ"
"Slim Leather Card Holder Alice in Wonderland Minimalist Wallet","Hand dyed, hand stitched leather card holder with a key ring. Pockets holds up to 4 cards. Back pocket holds up to 4 cards. Hand dyed vegetable tanned leather in Silver Blue with Steel Grey waxed thread stitching.",45,CAD,10,"literary_accessories,wonderland_accessory,leather_wallet,leather_cardholder,wonderland_Wallet,down_the_Rabithole,Alice_in_Wonderland,card_Wallet,minimalist_Wallet,gifts,card_holder,bus_pass_holder,accessories_women",,https://i.etsystatic.com/19409017/r/il/5a1c3f/2134547969/il_fullxfull.2134547969_9vce.jpg,https://i.etsystatic.com/19409017/r/il/417af3/2086985396/il_fullxfull.2086985396_q1ke.jpg,https://i.etsystatic.com/19409017/r/il/0f3f76/2134547939/il_fullxfull.2134547939_86yb.jpg,https://i.etsystatic.com/19409017/r/il/01aded/2086985608/il_fullxfull.2086985608_mevl.jpg,,,,,,,,,,,,,
"Dice Sword Leather Bookmark with Custom Text","Hand-dyed black 3oz Veg-tanned leather bookmark with a Dice sword. It is 16 cm long and 3.5 cm wide. You can engrave a name or text on the bookmark.",25,CAD,44,"dungeons_and_dragons,DnD,dice,D20,new_moon_Technocraft,custom_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/b3960a/3089158741/il_fullxfull.3089158741_isyk.jpg,https://i.etsystatic.com/19409017/r/il/9c3457/2993572106/il_fullxfull.2993572106_tcci.jpg,https://i.etsystatic.com/19409017/r/il/e046df/2993572066/il_fullxfull.2993572066_q9id.jpg,https://i.etsystatic.com/19409017/r/il/ef4571/2993572292/il_fullxfull.2993572292_kkpu.jpg,https://i.etsystatic.com/19409017/r/il/2eff37/2993572314/il_fullxfull.2993572314_nxtv.jpg,https://i.etsystatic.com/19409017/r/il/4ec078/2993572324/il_fullxfull.2993572324_dw9x.jpg,https://i.etsystatic.com/19409017/r/il/1b892a/3041283071/il_fullxfull.3041283071_tqol.jpg,https://i.etsystatic.com/19409017/r/il/8f657b/3041283081/il_fullxfull.3041283081_n0b8.jpg,,,,,,,,,
"Mushroom Customizable Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather  Celtic Knot with Initial bookmark. The dye colours
 are Gold and Bordeaux. It is 18.5 cm long and 3.5 cm wide.",25,CAD,45,"nature_bookmark,mushroom_bookmarks,mushroom,custom_bookmark,personalized,customized_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,personalize_gift",,https://i.etsystatic.com/19409017/r/il/737dac/2983240877/il_fullxfull.2983240877_absn.jpg,https://i.etsystatic.com/19409017/r/il/9d7d00/2957100223/il_fullxfull.2957100223_idga.jpg,https://i.etsystatic.com/19409017/r/il/c020f2/2957100177/il_fullxfull.2957100177_59zs.jpg,https://i.etsystatic.com/19409017/r/il/ef4ef5/2909411906/il_fullxfull.2909411906_6992.jpg,https://i.etsystatic.com/19409017/r/il/a5ef38/2957100439/il_fullxfull.2957100439_l0f3.jpg,https://i.etsystatic.com/19409017/r/il/ecbf65/2957100587/il_fullxfull.2957100587_k4rn.jpg,https://i.etsystatic.com/19409017/r/il/5726ae/2957100637/il_fullxfull.2957100637_cvji.jpg,,,,,,,,,,
"Slim Leather Keyring Card Holder Attach to Chain or Strap","Hand dyed, hand stitched leather card holder with a key ring. Front pocket holds up to 3 cards. Back pocket holds up to 3 cards. Hand dyed vegetable tanned leather in bordeaux with black waxed thread stitching.",43,CAD,9,"key_ring,gifts,gifts_for_teens,gifts_for_groomsmen,gifts_for_teacher,gifts_for_men,celtic,viking,celtic_know,card_holder,bus_pass_holder,accessories_for_men,accessories_women",,https://i.etsystatic.com/19409017/r/il/6bdf04/1999422613/il_fullxfull.1999422613_hytl.jpg,https://i.etsystatic.com/19409017/r/il/9176b7/1999417605/il_fullxfull.1999417605_srdg.jpg,https://i.etsystatic.com/19409017/r/il/88e964/1999417541/il_fullxfull.1999417541_h2aa.jpg,https://i.etsystatic.com/19409017/r/il/dec9e6/1951884540/il_fullxfull.1951884540_pyf6.jpg,https://i.etsystatic.com/19409017/r/il/230501/1999417667/il_fullxfull.1999417667_ofhl.jpg,,,,,,,,,,,,
"Death's-head Hawkmoth Customizable  Leather Bookmark","Hand-dyed 3oz Veg-tanned LeatherDeath's-head Hawkmoth bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,29,"personalized,customized_bookmark,books,leather_book_mark,leather_bookmark,bookmark,gifts,silence_of_the_lambs,Deaths_head_hawkmoth,moth_bookmark,personalize_gift,valentines_gift,leather_gift",,https://i.etsystatic.com/19409017/r/il/9d69af/2213497326/il_fullxfull.2213497326_azci.jpg,https://i.etsystatic.com/19409017/r/il/957ae6/2261094177/il_fullxfull.2261094177_o328.jpg,https://i.etsystatic.com/19409017/r/il/b2226b/2261094339/il_fullxfull.2261094339_p4iv.jpg,https://i.etsystatic.com/19409017/r/il/37a2f8/2213497854/il_fullxfull.2213497854_gwt0.jpg,,,,,,,,,,,,,
"SVG File Leather Earrings Rose Stencil Collection For Glowforge Laser Cutter","An Instant Download of an SVG file.

All 9 designs are in the file, two cut objects for each earring - one with the rose stencil cutout and the other to provide the background.

PLEASE NOTE: This listing is for an INSTANT DOWNLOAD.

You are purchasing a DIGITAL CUT FILE. NO PHYSICAL PRODUCT will be mailed to you.

You can cut them on any cutting machine. Just be sure your cutting machine and software are compatible.

If you receive a damaged file, I will gladly exchange it for a new one or in another format. If you would like the files in another format or if you have any further questions, please do not hesitate to ask!

LICENSE
Commercial License is included with all purchases: This allows you cut up unlimited amount of the file you purchase from my store and sell them. You may NOT sell the digital file, you may sell just the items you cut.",6.63,CAD,99,"earring_pattern,leather_pattern,leather_earring_file,laser_cutter_file,SVG_download,glowforge_earrings,SVG_file,SVG_earrings,rose_earrings,rose_stencil,earring_file,glowforge,SVG_Glowforge",,https://i.etsystatic.com/19409017/r/il/a0c10d/2245210199/il_fullxfull.2245210199_12es.jpg,https://i.etsystatic.com/19409017/r/il/4b7b34/2197666386/il_fullxfull.2197666386_b0mk.jpg,https://i.etsystatic.com/19409017/r/il/50b0b7/2245210181/il_fullxfull.2245210181_ajpr.jpg,,,,,,,,,,,,,,
"Valentines Day Customizable Leather Bookmark Valentines Card Book Accessories","Hand-dyed 3oz Veg-tanned Leather Quote bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide. Add your own quote or image!",25,CAD,63,"Valentines_Day,personalized,customized_bookmark,accessories,books,Gifts_for_Men,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,valentines_gift,leather_gift",,https://i.etsystatic.com/19409017/r/il/a62000/2180362571/il_fullxfull.2180362571_szuw.jpg,https://i.etsystatic.com/19409017/r/il/b761f4/2132802038/il_fullxfull.2132802038_7qiy.jpg,https://i.etsystatic.com/19409017/r/il/7ea626/2132802538/il_fullxfull.2132802538_jtl3.jpg,https://i.etsystatic.com/19409017/r/il/bf5799/2132801738/il_fullxfull.2132801738_k63a.jpg,https://i.etsystatic.com/19409017/r/il/740f33/2180362109/il_fullxfull.2180362109_ywib.jpg,https://i.etsystatic.com/19409017/r/il/d7696e/2180362349/il_fullxfull.2180362349_isfi.jpg,https://i.etsystatic.com/19409017/r/il/623417/2180362905/il_fullxfull.2180362905_qh7b.jpg,,,,"Custom Property",Image,"Celtic Knot Heart,Alice Falling,My Own Image",,,,"b4RyyWdAvEMo7rVV,bYdMJVWMx1E9wPWx,Mol0M905NbzNxoM6"
"Customizable Anotomical Heart  Leather Journal Cover","Hand dyed, hand stitched leather notebook cover. Three sizes available- composition book, regular or pocket Moleskin size. Your choice to add text on the inside flaps. Vegetable tanned leather hand dyed black with waxed black stitching. Heart is highlighted metallic pewter.",62,CAD,145,"heart,anatomical_heart,personalized_journal,custom_bullet,leather_journal,leather_book_cover,stationary,planner,diary,gifts,accessories,bullet_journal,moleskin_cover",,https://i.etsystatic.com/19409017/r/il/0febde/2624801871/il_fullxfull.2624801871_l0fz.jpg,https://i.etsystatic.com/19409017/r/il/39d658/2577145744/il_fullxfull.2577145744_pl2k.jpg,,,,,,,,,Size,Size,"4x6,5x8.25,7.54x9.75",,,,"M47Q9lVJA38Y8Olr,xaa9z5qjxq3RN3Em,JvbmE03od4l66gdo"
"Personalized Leather Six Pocket Bifold Wallet","Hand dyed hand stitched bi fold wallet. Vegetable tanned leather hand dyed in light brown with black waxed thread stitching. Laser etched graphics of your choice complete the look. Design a special wallet with me!",97,CAD,1,"fantasy_wallet,hobbit,lord_of_the_rings,elves,leather,wallet,gifts,gifts_for_women,handmade,hand_dyed,lotr_wallet,dungeons_and_dragons,DnD_wallet",,https://i.etsystatic.com/19409017/r/il/4cb145/3468492732/il_fullxfull.3468492732_1qdd.jpg,https://i.etsystatic.com/19409017/r/il/695ded/2805183503/il_fullxfull.2805183503_7d2y.jpg,https://i.etsystatic.com/19409017/r/il/28465c/2805183615/il_fullxfull.2805183615_3h3p.jpg,https://i.etsystatic.com/19409017/r/il/4386b9/2805183699/il_fullxfull.2805183699_48cj.jpg,https://i.etsystatic.com/19409017/r/il/d77969/2805183819/il_fullxfull.2805183819_1n52.jpg,https://i.etsystatic.com/19409017/r/il/e4dbb1/2757490102/il_fullxfull.2757490102_f2k3.jpg,https://i.etsystatic.com/19409017/r/il/21bcc8/2805183921/il_fullxfull.2805183921_9n3l.jpg,,,,,,,,,,
"Sakura Leather Bookmark with Hand Painted Cherry Blossoms","Hand-dyed black 3oz Veg-tanned leather bookmark with hand painted cherry blossoms. It is 16 cm long and 3.5 cm wide.",25,CAD,47,"flower_bookmark,cherry_blossom,sakura,custom_bookmark,customized_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/36b586/2882539670/il_fullxfull.2882539670_dyp9.jpg,https://i.etsystatic.com/19409017/r/il/dd51cc/2930121079/il_fullxfull.2930121079_cbsx.jpg,https://i.etsystatic.com/19409017/r/il/daa6bc/2930121089/il_fullxfull.2930121089_b5t1.jpg,https://i.etsystatic.com/19409017/r/il/7fba8f/2882435700/il_fullxfull.2882435700_iate.jpg,https://i.etsystatic.com/19409017/r/il/c32e36/2882435698/il_fullxfull.2882435698_blff.jpg,https://i.etsystatic.com/19409017/r/il/1d903c/2882435682/il_fullxfull.2882435682_glbq.jpg,,,,,,,,,,,
"Father's Day Personalized Celtic Knot Leather Bookmark","Hand-dyed 3oz Veg-tanned Father's Day Celtic Knot bookmark. The children's names are set into the DAD text. Text can be changed to the name of your choice! The dye colour is Bordeaux. It is 14.5 cm long and 3 cm wide.",28,CAD,38,"personalized_gift,accessories,books,book_accessories,leather_book_mark,leather_bookmark,Viking_bookmark,celtic_knot,bookmark,father's_day_gift,father's_day,dad_bookmark,grandfather_gift",,https://i.etsystatic.com/19409017/r/il/35ed78/2825386784/il_fullxfull.2825386784_ermg.jpg,https://i.etsystatic.com/19409017/r/il/933cfc/2825386980/il_fullxfull.2825386980_ardq.jpg,https://i.etsystatic.com/19409017/r/il/547d8d/2873048747/il_fullxfull.2873048747_52m0.jpg,https://i.etsystatic.com/19409017/r/il/429cf7/2873049003/il_fullxfull.2873049003_7a49.jpg,https://i.etsystatic.com/19409017/r/il/484c2a/2873049203/il_fullxfull.2873049203_olds.jpg,,,,,,,,,,,,
"Customizable Cherry Blossom Leather Bookmark Book Accessories","Hand-dyed 3oz Veg-tanned Leather Cherry Blossom bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,36,"cherry_blossom,personalized,customized_bookmark,Nature_bookmark,accessories,books,Gifts_for_Teacher,Gifts_for_Men,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/3574b0/1972107946/il_fullxfull.1972107946_ai1e.jpg,https://i.etsystatic.com/19409017/r/il/c07e68/1972107952/il_fullxfull.1972107952_ixk9.jpg,,,,,,,,,,,,,,,
"Cable wrap, Cord holder, Cord keeper, Cord taco, Cord management, Cord organizer, Cord wrap, Wire management, Wire organizer, Cable ties","Keep your cords in order with this handmade wrap. When it is done up it looks like it is sticking it’s tongue out at you!",17,CAD,500,"cord_management,accessories,tech_accessories,headphone_wrap,cute,leather_cord_wrap,gifts_for_teens,gifts,cord_organization,leather_cable_holder,cable_organization,headphone_organizer,bear",,https://i.etsystatic.com/19409017/r/il/532c4c/3397793047/il_fullxfull.3397793047_ctmy.jpg,https://i.etsystatic.com/19409017/r/il/19b174/1976819788/il_fullxfull.1976819788_qp1f.jpg,https://i.etsystatic.com/19409017/r/il/5a1be1/1976819820/il_fullxfull.1976819820_5cvm.jpg,https://i.etsystatic.com/19409017/r/il/81ece8/1821669907/il_fullxfull.1821669907_gqr7.jpg,https://i.etsystatic.com/19409017/r/il/ea21ac/1774216944/il_fullxfull.1774216944_6jcu.jpg,,,,,,Colour,"Primary colour","Black,Brown,Gold,Silver,Medium Brown,Blue,Green,Pink,Purple,Red",,,,"Pq5vE4YoRq9OZ318,qwV3oE0bDV8a4rNW,yyVob9R3a00ylJz3,N8AkNA8ANnQxamOa,Z1z6kp6mzQ8owWbk,3qo3pomx6L26rOO7,7lWyzRqpND7Pk25XE,avn7nwAPYAX32yRz,9zD7n95pgvY0J7XVv,V16jYXkjJPLO3rgy"
"Vintage Map Single Pocket Leather Card Holder Minimalist Wallet Slim Wallet","A handmade, hand dyed leather card wallet that can hold up to 5 cards, or 12-15 business cards. Vegetable tanned leather dyed Bordeaux with black waxed thread stitching.",37,CAD,3,"slim_wallet,minimalist_wallet,vintage_map,steampunk,gifts_for_men,gifts_for_groomsmen,gifts,card_holder,card_wallet,leather,accessories,celtic_knot,gifts_for_teacher",,https://i.etsystatic.com/19409017/r/il/e6ae9e/2086140212/il_fullxfull.2086140212_d1ut.jpg,https://i.etsystatic.com/19409017/r/il/34d60e/2133702613/il_fullxfull.2133702613_gt9f.jpg,https://i.etsystatic.com/19409017/r/il/a6549b/2086140204/il_fullxfull.2086140204_lpzq.jpg,https://i.etsystatic.com/19409017/r/il/aa5c84/2086140336/il_fullxfull.2086140336_1g3a.jpg,https://i.etsystatic.com/19409017/r/il/62bd74/2967327691/il_fullxfull.2967327691_enq4.jpg,https://i.etsystatic.com/19409017/r/il/f61beb/2919638876/il_fullxfull.2919638876_77g0.jpg,,,,,,,,,,,
"Sakura Love Leather Six Pocket Trifold Wallet","Hand dyed hand stitched hand painted trifold wallet. Vegetable tanned leather hand dyed in black and painted with leather paint with black waxed thread stitching. Hand painted flowers complete the look.",130,CAD,1,"love_kanji,hand_painted,trifold_wallet,sakura,cherry_blossom,new_moon_technocraft,leather,wallet,gifts,gifts_for_women,mens_accessories,handmade,hand_dyed",,https://i.etsystatic.com/19409017/r/il/985131/2998812685/il_fullxfull.2998812685_mfg4.jpg,https://i.etsystatic.com/19409017/r/il/cc94dc/2998812485/il_fullxfull.2998812485_b24r.jpg,https://i.etsystatic.com/19409017/r/il/f764f2/2951108040/il_fullxfull.2951108040_jovg.jpg,https://i.etsystatic.com/19409017/r/il/0f988d/2998812719/il_fullxfull.2998812719_a6w0.jpg,https://i.etsystatic.com/19409017/r/il/ed8afb/2951108262/il_fullxfull.2951108262_ql02.jpg,https://i.etsystatic.com/19409017/r/il/d4d100/2998812879/il_fullxfull.2998812879_ipy2.jpg,https://i.etsystatic.com/19409017/r/il/bddc43/2951108442/il_fullxfull.2951108442_8udz.jpg,,,,,,,,,,
"Custom Dog Hair Accessories Leather Bow","Custom hair accessories for your adorable fluffy friend! Select the colour that you would like and provide an image!",25,CAD,500,"custom_dog_bow,shih_tzu_bow,yorkie_bow,leather_dog_bow,dog_accessories,dog_hair_bow,leather_dog_hair_bow,puppy_bow,maltese_bow,pet_bow,pet_hair_accessories,custom_pet_bow,cute_dog_bow",,https://i.etsystatic.com/19409017/r/il/5005bf/1969151119/il_fullxfull.1969151119_bw06.jpg,https://i.etsystatic.com/19409017/r/il/8ff156/1969144809/il_fullxfull.1969144809_pz4u.jpg,https://i.etsystatic.com/19409017/r/il/3c7b54/1921600392/il_fullxfull.1921600392_bsia.jpg,https://i.etsystatic.com/19409017/r/il/361ff1/1969145049/il_fullxfull.1969145049_8osw.jpg,https://i.etsystatic.com/19409017/r/il/0c928c/1969151801/il_fullxfull.1969151801_h32d.jpg,https://i.etsystatic.com/19409017/r/il/59e46e/1921600596/il_fullxfull.1921600596_4ikw.jpg,,,,,Colour,"Primary colour","Blue,Brown,Gold,Green,Pink,Purple,Red,Silver,Black,Grey",,,,"WqQPnpVZw5pEjVN4,OX8Jvw9j2R87vPW7,87Q5mDV84PZLJ3OY,qJJO4zqq4QEmNMOv,wrQZNdoJ9byA32jv,vXpOQPpY2d387ODE,AyDAQY55kD5n13P1,m7ZwZkg5y3nmRAyE,L1Yqp3lw7082gMz7r,5lnL2nn4p0Jqpzbbw"
"Leather Customizable Patches","Your logo or anything you desire on a leather patch. I work with you to finalize the design before your patches are made. Vegetable tanned leather dyed in your choice of colour. Comes with or without stitch holes. If you want more than one the price changes with quantity. The initial patch is one price but the quantity price is different for increasing numbers.
1 - $15
up to 10 - $15 + $3 for each additional
Contact me for more prices.",20,CAD,142,"Accessories,Leather,Reusable,Celtic,Custom,custom_patch,leather_patch,logo_patch,leather_logo,personalized_patch,hat_patch,leather_beanie_patch,custom_hat",,https://i.etsystatic.com/19409017/r/il/1b2a6b/2259335517/il_fullxfull.2259335517_kwrq.jpg,https://i.etsystatic.com/19409017/r/il/fdf4a5/2261087623/il_fullxfull.2261087623_7by0.jpg,,,,,,,,,Colour,"Primary colour","Black,Blue,Bronze,Brown,Copper,Grey,Green,Pink,Purple,Red,Silver,Gold",,,,"x5yWn3MM6QyVv2MQ,mDLqkPYxgVAEdYd6,WELL3JQnvb23p1z2,b2yYwq8yYaxqJRjA,1YzLNg2nNND95927,PlAzRkvLm17pXWw8,57mN8WbwLglv4wME,2VwbJ5A847MVE37l,oq84yQvxgZ49W6Jl,dQDrkWvvPnjbDJyx,rLqE5Pm0JxA6nzEw,1DYmgRg1OabQQDN0"
