TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Sakura Single Pocket Leather Card Wallet","A handmade, hand painted, hand dyed leather card wallet that can hold up to 5 cards. Vegetable tanned leather dyed Black with a hand painted cherry blossoms and petals with black waxed thread stitching.",45,CAD,50,"personalized_gift,flower_wallet,flower_pattern,Sakura_wallet,cherry_blossom,sakura,new_moon_technocraft,gifts,card_holder,card_wallet,leather,accessories,womens_accessories",,https://i.etsystatic.com/19409017/r/il/610542/3223617469/il_fullxfull.3223617469_co62.jpg,https://i.etsystatic.com/19409017/r/il/257754/3175908742/il_fullxfull.3175908742_2ynx.jpg,https://i.etsystatic.com/19409017/r/il/a20c80/3175908920/il_fullxfull.3175908920_7ert.jpg,https://i.etsystatic.com/19409017/r/il/c738b1/3175908968/il_fullxfull.3175908968_hl25.jpg,https://i.etsystatic.com/19409017/r/il/4c26e4/3223617827/il_fullxfull.3223617827_l2w1.jpg,https://i.etsystatic.com/19409017/r/il/c03570/3175909118/il_fullxfull.3175909118_t2ki.jpg,https://i.etsystatic.com/19409017/r/il/16b7a3/3175909152/il_fullxfull.3175909152_gek7.jpg,,,,,,,,,,
"Clock and Butterflies Steampunk Leather Keyring Card Holder","Hand dyed, hand stitched leather card holder with a key ring. Laser etched celtic knot. Pocket holds 1 or 2 cards. Hand dyed vegetable tanned leather in bordeaux with black waxed thread stitching.",40,CAD,10,"leather_accessories,leather_card,leather_card_holder,steampunk,clock,butterfly,key_ring,gifts,gifts_for_teens,gifts_for_teacher,card_holder,bus_pass_holder,accessories_women",,https://i.etsystatic.com/19409017/r/il/e26500/1835879969/il_fullxfull.1835879969_6jfk.jpg,https://i.etsystatic.com/19409017/r/il/6cbb8e/1835880089/il_fullxfull.1835880089_3zty.jpg,https://i.etsystatic.com/19409017/r/il/6ec16c/1835880221/il_fullxfull.1835880221_ccsk.jpg,,,,,,,,,,,,,,
"Bows for Dogs - Mini 2"" - Steampunk Corset Hat - Real Leather Custom Dog Hair Bow","Custom hair accessories for your adorable fluffy friend! Select the colour that you would like!",20,CAD,490,"dog_bow,dog_accessories,dog_hat,cute_dog,Pet_supplies,Pet_accessories,shih_tzu_hair_bow,dog_hair_bows,puppy_bow,yorkie_bow,maltese_bow,custom_dog_bow,top_hat_for_dog",,https://i.etsystatic.com/19409017/r/il/e604fe/1819384265/il_fullxfull.1819384265_q64g.jpg,https://i.etsystatic.com/19409017/r/il/b5956d/1835105359/il_fullxfull.1835105359_tint.jpg,https://i.etsystatic.com/19409017/r/il/71293d/1819384309/il_fullxfull.1819384309_hbyb.jpg,https://i.etsystatic.com/19409017/r/il/ddce8d/1792007426/il_fullxfull.1792007426_5rbw.jpg,,,,,,,Colour,"Primary colour","Blue,Brown,Gold,Green,Pink,Purple,Red,Silver,Black,Grey",,,,"bw4DqrXV1Dwx1mpA,kA8Qrqavy30L2MPO,kgREXxQ8pkwNrvnx,370D84jXo5Yxp0W0,lpwaDZg9V3Q2bVEE,4l33VgM6wQRaWEda1,2awbJlRXgZ4Mq2ky,6QaRb5aWwNgO6wpQ,pQ9ypR6qRgYWlpZ9,ZVNYX3JZ3mNQ82Jr"
"Astrological sign Single Pocket Leather Card Holder Minimalist Galaxy Celestial Wallet","A handmade, hand dyed leather card wallet that can hold up to 5 cards. Vegetable tanned leather dyed Black with a hand painted galaxy inside with black waxed thread stitching.",45,CAD,48,"galaxy_wallet,celestial_wallet,sun_sign_wallet,astrology_wallet,gifts,card_holder,card_wallet,leather,accessories,celtic_knot,gifts_for_teacher,mens_accessories,womens_accessories",,https://i.etsystatic.com/19409017/r/il/a8c823/2133766625/il_fullxfull.2133766625_tal0.jpg,https://i.etsystatic.com/19409017/r/il/74ed0f/2133766743/il_fullxfull.2133766743_g8up.jpg,,,,,,,,,"Custom Property",Sign,"Capricorn,Aquarius,Sagittarius,Scorpio,Libra,Virgo,Leo,Cancer,Gemini,Taurus,Aries,Pisces",,,,"3QxLOavR4PxRJvqY,mQrp8dAamgX6Y8Zl,q1DNxkJv4YDy9zDR,VzQDRl8k57Qjzo8Q,21vdjdV8Ogna4RyN,lZaxxZ2qlV0k4yYE,MpM1dblD1RkvzDva,zlyWLJ3RQmJEEM87,VArgk21Y74bnaWZv,A4882plxE3L7zpxJk,gMZoqRlMJ8DoymvMz,v6QRqdlV9n890aA5"
"Astrological Sign Single Pocket Leather Card Holder","A handmade, hand dyed leather card wallet that can hold up to 5 cards. Vegetable tanned leather dyed Black with contrasting dye inside with black waxed thread stitching.",32,CAD,600,"color_block,witchy,constellation,astrology,celestial_wallet,sun_sign_wallet,astrology_wallet,gifts,card_holder,card_wallet,leather,accessories,womens_accessories",,https://i.etsystatic.com/19409017/r/il/6a5e89/2239554273/il_fullxfull.2239554273_90eh.jpg,https://i.etsystatic.com/19409017/r/il/aa22e2/2192006274/il_fullxfull.2192006274_lewg.jpg,https://i.etsystatic.com/19409017/r/il/ef3126/2239554277/il_fullxfull.2239554277_59rc.jpg,,,,,,,,"Custom Property",Sign,"Capricorn,Aquarius,Sagittarius,Scorpio,Libra,Virgo,Leo,Cancer,Gemini,Taurus,Aries,Pisces","Secondary colour","Secondary colour","Black,Blue,Purple,Pink,Red,Silver,Green,Gold,Copper,Brown","2p6J49vwPXWVam98,Nk4Wbj65oLNpDmYk,pgpON3JVO3oVorp5,bYZE3AYXYp7p248o,yoRY49rPP2AvJkLO,vwrbX8Ql0MDNmR36,OZkrz3XQobX66Rgb,rQqvDDPv17XPOl93,L7rQ4loPN3kLJED9,DPWR7PN3oD6WvpdP,daNz7nk1q5J8nXNW,9QnNZkpX85QX4bR3,Xvp3Jg11OxXOobPX,mnXD47V8ZDlPx5OE,bL5qaRbnxR9z6zNQd,XEAay8RRVoddjZOy,gVLDmQnEmLn5XQ9k,W84L5kDD40zpOAQ6z,wjwdzaOxNrJVwP797,zvLpyZ809L6bqbOL,MP9NqJaNYLy3gOo7E,oEAMOyr07a3wbn1EJ,RzY3oNzJmO2azon3,Mvdxp3Y97EbnQkRa,JN83n7gXblRMDQbm,ovPMP1jjOaY9R4jN,7bMl2ZQwmWvrJYdm,gVNpnpNrLp1YnAEz,xyl2ldPADaDby8VO,gJyyMm3Nxpwal0xy,Zy750V8lQrjxkvbr,5lJz5MoyVnDm6Nqx4,Y1mwZY2nyrQ25Ax0,D2ZPP01koW8VxAYmP,8a87DznElNkx7RPo,L9g82aVWXaVJlnlA,pA0nW8mNL2ZnWpYa,DYX5PN8ZpRXogm98,ggy2D7743vlnO4LN,8LDEMqbE1nazzqd0,mAqylEARz4qvR7r1,Ak6ANV7VmPLojJ8b,Z9ZMW9YJ6ykqP5oO,W7v9vpaz4WOPO5nJ,xAo55v1WJ7dyYljr,V8O5zoj7R2EQEwjj,PDW54aDwwb7dE8Px,78Q0zqEoa6wmOwy0,9jQv964lpdyyrAEl,rj55yjZJQ2x7EN73,bA0zMolvL43PxL9w,x7DZWZNw3bzlOW0O,3NlR7gDWN8MlObPw,yyQ6AyvmggzlmlXA,RgOwL6RWnr8EoNgw,VwW37z21AEZDbzWX,A4Yp8Y3YDNWMNOL91,J1LyqAVX3aRkmnRw,AdJgp3mVv4yJmJM4,ao71DzWpa35bV3yn9,zJaqJX9lDkD584JX,AlWN3YooX75vAEYlk,lbm95orxD6E3PP3pP,jOxlWlL3oWZx16gR,a9x41JMM15NLnnzdW,J42yN1N2MMNbbYkb,LLNboYqZVblQYoX1,NNpO5VYRNmd3AM74M,4qdA1aObkjbQklXn,xM6xYrmdJVQlE2nO,6p7ngnAMog6jDbrQ,4JWD3qMAP0mXRbzM,r1YMA3j518wrWrJw,V93PQ2Rd0xjj155XQ,0NMvQ0v0PXRv6LQ8,p5gaOWYRZAVrmoyg,mqMgXp9lkyEMl6DA6,DwyD0aO1qxJb7akO,YAzkvpaOW8LoRDmv,zoQQAZ1ddaQp7bL7,5yb7L60lwwo9pw5N,y0kzjE4W0Zzkp7lW,RDN92D5q350nl933,1xNz6Lb1JP8P5Y2Y,ZyMYP5757w5ZJzRr,g7ln4EmYZQ8A1AYk,A4Wmg3VAgkMYax72L,b28ja9YYZ6d0vpVw,Z75wwY0WyyXvq0pL,XEOPAvky8w6n2PpD,Lwyk0E8j9kQ05oq1,a0DojoRk5l6oY37L,1mQkrPmo6P4rd9j4,3n12827E1dm3PbX7,gMEA3RoLmm4npAYNN,7p19zaP6kRZ4DkQ7,pzkw7YVwJy88P96P,jEpmqXE6pR2Rv2AQX,omr9QQqEjdE8EP3z,pk4v489R1WkNRN2g,EbO50rwv33MP80Zx,DDaxDvnkloxMyqnO,ARzoVdAAAAbWvv4b,v9APmD5gbMq60rx0b,1zkzgWLYkZv4O5k7Y,ob8L4R0kw55R52LJ,RbgJ03aoyx3WvqXq,7lgWaWDaLzzZj4ylk,x5ywMwREg2ZbAJDm,bz84b5nbDyd7r9jd,Q7DlO9o2AVDdQ4n0M,gQ2yXZgN226ER3x0,knvvYzb8l6w1QwQQ,plL338Jn09m0QXgg,M3Eqmpbbq7d4q8Mn,zqwaPbNoygy4gwykl,DxddX4ZqxmlaYPZa,xPV56PO0j8MND0X5,zaL73M4lV0klXRlL,q0ONRL2ypmoXn9DJ0"
"SVG File Leather Celtic Knot Hair Ornaments for Glowforge Laser Cutter","An Instant Download of an SVG file.

All 3 designs are in the file, two cut objects for each item - one with the celtic knot and the other to provide the background (you can score or ignore the placement line on the background.

PLEASE NOTE: This listing is for an INSTANT DOWNLOAD.

You are purchasing a DIGITAL CUT FILE. NO PHYSICAL PRODUCT will be mailed to you.

You can cut them on any cutting machine. Just be sure your cutting machine and software are compatible.

If you receive a damaged file, I will gladly exchange it for a new one or in another format. If you would like the files in another format or if you have any further questions, please do not hesitate to ask!

LICENSE
Commercial License is included with all purchases: This allows you cut up unlimited amount of the file you purchase from my store and sell them. You may NOT sell the digital file, you may sell just the items you cut.",6.63,CAD,96,"leather_pattern,laser_file,laser_cutter_file,SVG_download,SVG_file,rose_stencil,glowforge,hair_accessories,SVG_hair,hair_barrette,celtic_barrette,barrette_file,glowforge_barrette",,https://i.etsystatic.com/19409017/r/il/f3fff1/2263093321/il_fullxfull.2263093321_irq5.jpg,https://i.etsystatic.com/19409017/r/il/36af15/2263094699/il_fullxfull.2263094699_lrts.jpg,,,,,,,,,,,,,,,
"Cable wrap, Cord holder, Cord keeper, Cord taco, Cord management, Cord organizer, Cord wrap, Wire management, Wire organizer, Cable ties","Keep your cords in order with this handmade wrap. When it is done up it looks like it is sticking it’s tongue out at you!",17,CAD,500,"cord_management,accessories,tech_accessories,headphone_wrap,cute,leather_cord_wrap,gifts_for_teens,gifts,cord_organization,leather_cable_holder,cable_organization,headphone_organizer,sloth",,https://i.etsystatic.com/19409017/r/il/4df0fe/1777601796/il_fullxfull.1777601796_6wvo.jpg,https://i.etsystatic.com/19409017/r/il/34d366/1777597682/il_fullxfull.1777597682_akhx.jpg,https://i.etsystatic.com/19409017/r/il/e7ea48/1777597634/il_fullxfull.1777597634_kdx6.jpg,,,,,,,,Colour,"Primary colour","Black,Brown,Gold,Silver,Medium Brown,Blue,Green,Pink,Purple,Red",,,,"DoqyP2x0XxxPnJNa,pn8lEjJr150vN215y,7ngv1V0RANXrO3z0,wLY22YWDyPQmkqaV,M0Pa6DNz4vvl56p7,pa8mbYzkJovQAyvn,ZEQXnV8AR2YXOWYW,oykzvQRjowVboarq,jbgY1R2a1YxPkXoN,85WOk7ARln29qg8g"
"Custom Dog Hair Accessories Leather Alice in Wonterland Teacup Hat","Custom hair accessories for your adorable fluffy friend! Select the colour that you would like!",20,CAD,48,"dog_bow,dog_accessories,dog_hat,cute_dog,Pet_supplies,Pet_accessories,shih_tzu_hair_bow,dog_hair_bows,puppy_bow,yorkie_bow,maltese_bow,custom_dog_bow,alice_in_wonderland",,https://i.etsystatic.com/19409017/r/il/4e2cfa/1786347456/il_fullxfull.1786347456_tqtz.jpg,https://i.etsystatic.com/19409017/r/il/77fac9/1833815463/il_fullxfull.1833815463_bncl.jpg,https://i.etsystatic.com/19409017/r/il/c5accd/1786347932/il_fullxfull.1786347932_j8zo.jpg,https://i.etsystatic.com/19409017/r/il/6f994f/1786353486/il_fullxfull.1786353486_568p.jpg,,,,,,,,,,,,,
"Pumpkin Leather Bookmark With Custom Text","Hand-dyed 3oz Veg-tanned Leather bookmark. The dye colours are Gold/Orange and Bordeaux. It is 15 cm long and 3 cm wide.",25,CAD,67,"Halloween_gift,book_club_gifts,fall_bookmark,Halloween,pumpkin,personalized,customized_bookmark,books,leather_book_mark,leather_bookmark,bookmark,gifts,custom_bookmark",,https://i.etsystatic.com/19409017/r/il/35ef5c/3380170315/il_fullxfull.3380170315_e42q.jpg,https://i.etsystatic.com/19409017/r/il/db1bd4/3332471386/il_fullxfull.3332471386_esjk.jpg,https://i.etsystatic.com/19409017/r/il/5fb0bb/3380165623/il_fullxfull.3380165623_o8cl.jpg,https://i.etsystatic.com/19409017/r/il/3db730/3380165711/il_fullxfull.3380165711_faoa.jpg,https://i.etsystatic.com/19409017/r/il/24d86e/3332471488/il_fullxfull.3332471488_s87k.jpg,https://i.etsystatic.com/19409017/r/il/84068f/3336074830/il_fullxfull.3336074830_rrzn.jpg,,,,,,,,,,,
"Proceeds Donated Black Lives Matter Fist Leather Cord Wrap","100% of the sale of this item will be donated to Black Lives Matter Toronto. Keep your cords in order with this handmade wrap.",20,CAD,48,"accessories,tech_accessories,headphone_wrap,cute,leather_cord_wrap,gifts_for_teens,gifts,cord_organization,leather_cable_holder,cable_organization,Black_Lives_Matter,blm,Fist",,https://i.etsystatic.com/19409017/r/il/5a4561/2398174067/il_fullxfull.2398174067_km9w.jpg,https://i.etsystatic.com/19409017/r/il/e76180/2350582206/il_fullxfull.2350582206_7lgm.jpg,,,,,,,,,,,,,,,
"Celtic Knot Leather Keyring Card Holder","Hand dyed, hand stitched leather card holder with a key ring. Laser etched celtic knot. Pocket holds 1 or 2 cards. Hand dyed vegetable tanned leather in bordeaux with black waxed thread stitching.",40,CAD,17,"key_ring,gifts,gifts_for_teens,gifts_for_groomsmen,gifts_for_teacher,gifts_for_men,celtic,viking,celtic_know,card_holder,bus_pass_holder,accessories_for_men,accessories_women",,https://i.etsystatic.com/19409017/r/il/6fb9ff/1753838398/il_fullxfull.1753838398_j6yg.jpg,https://i.etsystatic.com/19409017/r/il/18b21e/1753837820/il_fullxfull.1753837820_ofzn.jpg,https://i.etsystatic.com/19409017/r/il/efb97b/1801291325/il_fullxfull.1801291325_mg0h.jpg,,,,,,,,,,,,,,
"Celtic Knot Leather Luggage Tag with Engraved Wood Swing Out Address Tag","Hand dyed vegetable tanned leather luggage tag with laser etched celtic knot. Name and address are cleverly hidden on a wooden tag. Please provide Name and address for engraving in the space provided. Assembly by chicago screw - instructions included.",47,CAD,10,"luggage_tags,gifts_for_men,gifts,gifts_for_women,gifts_for_groomsmen,leather,celtic_knot,vikings,celtic,gifts_for_graduate,accessories,travel,accessories_for_men",,https://i.etsystatic.com/19409017/r/il/5cd58c/1801324107/il_fullxfull.1801324107_lt7e.jpg,https://i.etsystatic.com/19409017/r/il/ee8f12/1801324255/il_fullxfull.1801324255_d36t.jpg,,,,,,,,,,,,,,,
"Celtic Knot Three Pocket Leather Card Holder","A handmade, hand dyed leather card wallet that can hold up to 5 cards. Vegetable tanned leather dyed Bordeaux with black waxed thread stitching.",37,CAD,10,"gifts_for_men,gifts_for_groomsmen,gifts,card_holder,card_wallet,leather,accessories,celtic_knot,gifts_for_teacher,mens_accessories,womens_accessories,vikings,celtic",,https://i.etsystatic.com/19409017/r/il/070914/1801264319/il_fullxfull.1801264319_sd9g.jpg,https://i.etsystatic.com/19409017/r/il/e12d33/1801263769/il_fullxfull.1801263769_2qep.jpg,,,,,,,,,,,,,,,
"Capricorn Personalized Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Capricorn bookmark. The dye colour is Tan. It is 16.5 cm long and 3.5 cm wide.",25,CAD,89,"astrology_gift,Capricorn_bookmark,astrology,zodiac_sign,Capricorn,personalized,customized_bookmark,books,book_accessories,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/2e72d5/3409677795/il_fullxfull.3409677795_mubs.jpg,https://i.etsystatic.com/19409017/r/il/f2328d/3409677847/il_fullxfull.3409677847_88p2.jpg,https://i.etsystatic.com/19409017/r/il/4193bf/3409677849/il_fullxfull.3409677849_3i23.jpg,https://i.etsystatic.com/19409017/r/il/200818/3409677967/il_fullxfull.3409677967_empj.jpg,https://i.etsystatic.com/19409017/r/il/c91a75/3409678021/il_fullxfull.3409678021_hivm.jpg,https://i.etsystatic.com/19409017/r/il/03b59f/3361989896/il_fullxfull.3361989896_68eg.jpg,https://i.etsystatic.com/19409017/r/il/4e9e93/3361989990/il_fullxfull.3361989990_fxfc.jpg,,,,,,,,,,
"Dusk Forest Silhouette Single Pocket Leather Card Holder","A handmade, hand dyed leather card wallet that can hold up to 10 cards (or any combination of cards and money). Vegetable tanned leather with engraved details on the inside dyed a custom mix of silver, blue and pearl on the inside, black on the outside with black waxed thread stitching.",37,CAD,9,"steampunk,heart,gifts_for_men,gifts_for_groomsmen,gifts,card_holder,card_wallet,leather,accessories,celtic_knot,gifts_for_teacher,mens_accessories,womens_accessories",,https://i.etsystatic.com/19409017/r/il/f929d4/1906706511/il_fullxfull.1906706511_rssw.jpg,https://i.etsystatic.com/19409017/r/il/384dc9/1859196942/il_fullxfull.1859196942_ihhk.jpg,https://i.etsystatic.com/19409017/r/il/434ebb/1859196862/il_fullxfull.1859196862_9vf0.jpg,https://i.etsystatic.com/19409017/r/il/28fbc0/1906706673/il_fullxfull.1906706673_n5rd.jpg,https://i.etsystatic.com/19409017/r/il/df3d67/1906706731/il_fullxfull.1906706731_7sg2.jpg,https://i.etsystatic.com/19409017/r/il/4adf0f/1906706773/il_fullxfull.1906706773_brsi.jpg,,,,,,,,,,,
"Customizable Maple Leaf Leather Bookmark Book Accessories","Hand-dyed 3oz Veg-tanned Leather Maple Leaf bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,32,"maple_leaf_bookmark,personalized,customized_bookmark,Nature_bookmark,accessories,books,Gifts_for_Teacher,Gifts_for_Men,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/1dfc1f/1894679459/il_fullxfull.1894679459_kqon.jpg,https://i.etsystatic.com/19409017/r/il/998a7e/1847186224/il_fullxfull.1847186224_9te0.jpg,https://i.etsystatic.com/19409017/r/il/0c8af4/1847186232/il_fullxfull.1847186232_rrbl.jpg,,,,,,,,,,,,,,
"Cable wrap, Cord holder, Cord keeper, Cord taco, Cord management, Cord organizer, Cord wrap, Wire management, Wire organizer, Cable ties","Keep your cords in order with this handmade wrap. When it is done up it looks like it is sticking it’s tongue out at you!",17,CAD,230,"cord_management,accessories,tech_accessories,headphone_wrap,cat,cute,leather_cord_wrap,gifts,cord_organization,headphone_organizer,headphone_holder,leather_cord_holder,cable_organizers",,https://i.etsystatic.com/19409017/r/il/02bd81/2024373717/il_fullxfull.2024373717_f3r1.jpg,https://i.etsystatic.com/19409017/r/il/91594f/2024373757/il_fullxfull.2024373757_6iww.jpg,https://i.etsystatic.com/19409017/r/il/52d84e/1817657431/il_fullxfull.1817657431_p63t.jpg,https://i.etsystatic.com/19409017/r/il/e5c882/1817657875/il_fullxfull.1817657875_sbl1.jpg,,,,,,,Colour,"Primary colour","Black,Brown,Gold,Silver,Medium Brown",,,,"J9PYDdY2yx45YwN2,qzyEWNvb4z6EzJlq,Er4AAqvW0qLXkbLq,N1gv3l0d9d3W01yw,VlYbXVMv9j7RVOJE"
"Customizable Pansy Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Pansy bookmark. The dye colours are Gold, Silver Purple, Purple and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,48,"pansy,flower_bookmark,flower,personalized,customized_bookmark,Nature_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/db303a/2890444165/il_fullxfull.2890444165_qx8t.jpg,https://i.etsystatic.com/19409017/r/il/0cf6ba/2842776828/il_fullxfull.2842776828_jgnh.jpg,https://i.etsystatic.com/19409017/r/il/5f9377/2842776858/il_fullxfull.2842776858_iuv4.jpg,https://i.etsystatic.com/19409017/r/il/87b828/2842777030/il_fullxfull.2842777030_dqfx.jpg,,,,,,,,,,,,,
"Proceeds Donated Black Lives Matter Fist Customizable  Leather Bookmark","100% of this sale will be donated to Black Lives Matter Toronto. Hand-dyed 3oz Veg-tanned Leather Black Lives Matter  bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,58,"fist,blm,black_lives_matter,custom_bookmark,personalized,customized_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/fe8736/2398151963/il_fullxfull.2398151963_o3cx.jpg,https://i.etsystatic.com/19409017/r/il/1529e8/2398139787/il_fullxfull.2398139787_h5ge.jpg,,,,,,,,,,,,,,,
"Customizable Oak Leaf Leather Bookmark Book Accessories","Hand-dyed 3oz Veg-tanned Leather Oak Leaf bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,41,"oak_leaf_bookmark,personalized,customized_bookmark,Nature_bookmark,accessories,books,Gifts_for_Teacher,Gifts_for_Men,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/9014ad/1847187868/il_fullxfull.1847187868_g8tt.jpg,https://i.etsystatic.com/19409017/r/il/e7db06/1847187922/il_fullxfull.1847187922_eq9g.jpg,https://i.etsystatic.com/19409017/r/il/12f359/1847187954/il_fullxfull.1847187954_qoh4.jpg,,,,,,,,,,,,,,
"Birch Leaf Customizable Leather Bookmark Book Accessories","Hand-dyed 3oz Veg-tanned Leather Ash Leaf bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,40,"Ash_leaf_bookmark,personalized,customized_bookmark,Nature_bookmark,accessories,books,Gifts_for_Teacher,Gifts_for_Men,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/2b1269/1847176334/il_fullxfull.1847176334_np0c.jpg,https://i.etsystatic.com/19409017/r/il/3bc165/1894669357/il_fullxfull.1894669357_cgvs.jpg,https://i.etsystatic.com/19409017/r/il/66e9e8/1847176278/il_fullxfull.1847176278_jqgw.jpg,,,,,,,,,,,,,,
"Owl Leather Cord Wrap","Keep your cords in order with this handmade wrap. When it is done up it looks like it is sticking it’s tongue out at you!",20,CAD,43,"kawaii,owl,cord_management,accessories,tech_accessories,headphone_wrap,cute,leather_cord_wrap,gifts,cord_organization,leather_cable_holder,cable_organization,headphone_organizer",,https://i.etsystatic.com/19409017/r/il/437eb0/2233236933/il_fullxfull.2233236933_hgft.jpg,https://i.etsystatic.com/19409017/r/il/48c2df/2185684914/il_fullxfull.2185684914_s129.jpg,,,,,,,,,,,,,,,
